loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,earliest_cr_line,issue_d,application_type,mort_acc,pub_rec_bankruptcies,loan_status
39189,36 months,16.51,251.71,A,A2,10,MORTGAGE,15964.62,Source Verified,debt_consolidation,OH,3.35,1,1,13,0,54081,35.2,32,1992-07,2016-11,Individual,0,0,0
39532,36 months,18.31,271.92,F,F5,8,RENT,31945.27,Verified,small_business,NY,10.41,0,2,9,0,56954,46.7,27,2004-03,2018-03,Individual,0,0,1
15708,60 months,14.14,39.24,G,G3,6,RENT,46873.92,Verified,house,IN,21.06,0,0,27,0,8252,0.0,27,1999-11,2017-10,Individual,2,0,0
32394,60 months,15.31,92.17,D,D2,0,RENT,39573.15,Source Verified,credit_card,NC,22.94,0,2,19,0,73563,2.4,19,1992-06,2015-07,Individual,2,0,1
29053,36 months,12.34,139.78,B,B4,5,RENT,40227.66,Verified,debt_consolidation,MI,18.5,1,0,29,0,17106,41.5,35,1996-07,2019-05,Individual,3,0,0
37319,60 months,18.22,139.27,E,E3,1,MORTGAGE,99466.1,Not Verified,debt_consolidation,GA,17.93,0,2,25,0,60600,45.8,27,1995-02,2019-05,Individual,0,0,0
35615,36 months,13.25,166.16,B,B3,10,RENT,177713.3,Source Verified,credit_card,MA,18.82,0,1,16,0,58997,64.1,32,2011-02,2019-10,Individual,4,0,0
25520,36 months,13.05,80.74,C,C2,4,MORTGAGE,40620.21,Source Verified,home_improvement,WI,22.7,0,2,9,0,38717,58.0,11,1999-10,2016-04,Individual,1,0,0
16390,36 months,10.62,64.36,B,B4,9,RENT,22178.33,Verified,debt_consolidation,MO,6.02,2,0,23,0,38574,10.2,24,2012-10,2017-08,Individual,0,0,1
25439,36 months,15.6,138.62,F,F1,9,MORTGAGE,42584.69,Not Verified,debt_consolidation,WI,12.43,0,1,21,0,71896,67.4,25,2006-08,2018-01,Individual,3,0,0
13446,60 months,11.66,31.02,F,F5,1,MORTGAGE,55081.87,Source Verified,small_business,PA,15.48,0,3,23,0,50407,18.2,34,1992-03,2015-08,Individual,2,0,1
14575,36 months,12.58,64.79,D,D3,8,MORTGAGE,47478.53,Source Verified,debt_consolidation,AZ,17.37,1,0,28,0,20691,59.3,31,2012-06,2019-02,Individual,1,0,0
24740,36 months,12.06,92.67,A,A3,3,OTHER,70715.12,Source Verified,credit_card,WA,1.23,0,2,18,0,4528,33.0,23,2012-06,2019-03,Individual,2,0,0
23284,36 months,11.37,79.54,C,C2,1,RENT,184821.46,Source Verified,small_business,OH,7.2,0,2,20,0,10761,96.3,30,2004-04,2018-09,Individual,1,0,0
23658,36 months,10.26,77.65,B,B3,2,RENT,17538.04,Source Verified,debt_consolidation,IN,15.88,1,2,13,0,30904,30.2,32,1997-12,2019-10,Individual,4,0,0
16002,36 months,12.36,60.83,F,F4,6,MORTGAGE,36161.57,Not Verified,credit_card,MD,23.09,1,0,15,0,53325,40.5,32,2003-06,2019-02,Individual,3,0,0
16956,36 months,9.89,76.21,A,A3,9,RENT,123585.18,Not Verified,debt_consolidation,WI,13.07,0,1,4,0,35040,45.2,8,2013-11,2018-02,Joint App,2,1,1
1397,36 months,5.68,3.05,A,A1,7,MORTGAGE,35838.31,Verified,debt_consolidation,WI,11.33,0,2,6,0,60999,37.1,11,1991-07,2015-02,Individual,1,0,1
24469,36 months,14.77,101.02,D,D3,2,MORTGAGE,78723.43,Not Verified,vacation,FL,19.7,1,1,29,0,55388,22.1,30,2007-08,2016-03,Individual,0,0,1
23455,36 months,12.27,128.49,C,C2,3,RENT,71577.81,Source Verified,small_business,NY,13.7,1,3,6,0,56763,86.1,11,2006-12,2017-04,Individual,3,0,1
37479,36 months,16.86,195.44,E,E1,3,OWN,102963.3,Verified,debt_consolidation,AZ,22.17,1,0,3,0,72964,29.8,15,2003-02,2019-05,Individual,0,0,0
20666,36 months,11.27,78.02,A,A5,8,RENT,154508.42,Verified,debt_consolidation,MA,14.45,0,1,24,0,6432,29.1,34,2001-08,2018-07,Individual,0,0,0
19237,60 months,12.75,56.39,E,E2,5,MORTGAGE,59864.78,Source Verified,debt_consolidation,NC,8.19,0,1,4,0,45962,39.8,11,1997-05,2019-10,Individual,2,0,1
3639,60 months,6.13,3.0,A,A3,0,RENT,17197.2,Verified,vacation,FL,25.94,1,1,14,0,27342,45.9,14,2013-03,2019-01,Joint App,2,0,1
8672,36 months,5.31,14.74,A,A1,0,MORTGAGE,32201.09,Not Verified,major_purchase,PA,24.66,0,0,11,0,60888,28.3,29,2007-03,2019-05,Individual,1,1,1
14183,60 months,9.66,24.78,C,C2,0,RENT,181976.3,Source Verified,home_improvement,NY,9.31,0,2,13,0,64624,61.1,20,2009-03,2017-01,Individual,2,0,1
15711,36 months,11.04,59.79,B,B2,10,OWN,20983.28,Not Verified,debt_consolidation,FL,18.77,1,2,12,0,51479,45.1,30,2004-09,2019-08,Individual,4,0,0
15144,36 months,10.63,56.97,D,D1,5,OWN,66044.49,Verified,wedding,FL,13.71,0,1,2,0,59067,42.4,16,2008-08,2015-11,Individual,1,0,0
16370,60 months,10.07,32.54,A,A5,5,MORTGAGE,10843.21,Source Verified,medical,VA,20.33,0,0,8,1,72792,53.2,23,2010-10,2018-12,Individual,0,0,0
30987,60 months,9.95,60.39,A,A2,8,MORTGAGE,21791.25,Verified,debt_consolidation,NJ,9.87,0,0,19,0,44510,25.0,27,2001-10,2018-01,Individual,1,0,0
6113,60 months,8.56,12.32,D,D3,2,MORTGAGE,83463.31,Source Verified,credit_card,OH,22.1,0,1,3,0,64862,30.3,5,2012-08,2017-09,Joint App,2,0,0
13958,36 months,9.18,44.86,B,B3,0,MORTGAGE,50089.99,Source Verified,credit_card,NJ,24.36,1,0,8,0,8369,41.6,12,2007-04,2018-10,Individual,3,0,1
7351,36 months,11.63,28.69,D,D3,2,MORTGAGE,39110.06,Source Verified,credit_card,AZ,9.37,0,0,27,0,19784,60.6,40,1997-08,2015-10,Individual,1,0,1
13004,36 months,10.45,46.41,E,E3,2,MORTGAGE,30073.1,Not Verified,credit_card,TX,16.47,0,2,19,0,72626,37.1,30,2007-08,2019-01,Individual,2,0,0
27697,36 months,12.73,153.49,A,A3,8,OWN,14795.44,Verified,debt_consolidation,PA,24.51,0,2,15,0,17784,35.7,16,2000-04,2018-02,Individual,2,0,0
2823,36 months,10.57,10.23,E,E1,9,MORTGAGE,74313.17,Verified,home_improvement,IL,8.99,2,3,16,0,754,0.0,33,2006-11,2017-05,Individual,2,1,0
14239,36 months,8.59,37.28,B,B4,6,RENT,41361.74,Source Verified,home_improvement,CA,11.32,1,3,29,0,72951,28.1,29,1997-06,2018-01,Individual,1,0,1
1923,36 months,5.93,2.59,B,B1,10,OWN,19670.61,Verified,credit_card,NY,20.63,2,1,2,0,28660,9.0,11,1996-06,2017-05,Individual,0,0,1
38241,36 months,14.73,142.89,A,A3,5,RENT,49916.83,Source Verified,credit_card,TN,14.88,1,1,26,0,47795,14.0,29,2014-12,2018-03,Individual,1,0,1
29363,36 months,14.16,127.81,E,E2,2,RENT,69476.84,Source Verified,debt_consolidation,MO,4.97,0,1,14,0,61653,49.3,17,1994-06,2016-11,Joint App,1,0,0
10500,36 months,8.88,30.52,C,C3,3,OTHER,43459.98,Not Verified,credit_card,FL,13.76,1,2,15,0,35969,100.0,24,2017-11,2019-11,Individual,1,0,0
8729,36 months,10.51,27.75,C,C1,1,RENT,52553.95,Not Verified,medical,TN,28.23,0,2,7,0,1637,45.9,13,1997-05,2019-04,Individual,1,0,0
4858,36 months,12.24,20.98,G,G4,9,RENT,50155.13,Source Verified,credit_card,PA,30.44,0,1,12,0,56011,48.7,21,2003-09,2019-09,Individual,2,0,0
19442,36 months,10.57,62.01,B,B3,6,MORTGAGE,32077.92,Not Verified,wedding,NY,11.54,0,0,16,0,52271,26.8,34,2015-12,2019-01,Individual,2,0,1
30386,36 months,17.23,147.92,F,F1,8,MORTGAGE,50642.97,Not Verified,small_business,IL,9.61,0,1,8,0,22537,21.0,23,2003-11,2015-05,Individual,1,0,1
23784,36 months,14.34,125.3,D,D1,3,RENT,76201.02,Verified,major_purchase,MD,12.79,2,1,11,0,52732,83.1,17,1994-03,2018-11,Individual,1,0,1
35360,60 months,19.27,167.38,F,F3,7,MORTGAGE,91197.81,Not Verified,credit_card,OH,28.61,0,0,29,0,64687,25.9,39,2003-09,2019-11,Individual,1,0,0
14408,36 months,12.43,48.68,F,F4,3,RENT,78781.83,Source Verified,debt_consolidation,MA,21.89,1,1,24,0,78577,2.0,31,2005-03,2018-05,Individual,2,1,0
11846,36 months,15.2,62.46,G,G3,4,RENT,32693.81,Not Verified,vacation,MI,26.25,0,1,18,0,42219,46.9,23,2012-08,2018-08,Individual,2,0,0
19644,36 months,11.49,51.35,A,A4,7,RENT,71806.3,Not Verified,home_improvement,NC,22.99,0,2,9,0,5331,33.4,18,2009-09,2018-01,Joint App,2,0,0
8881,60 months,11.63,15.58,E,E4,10,RENT,64814.19,Not Verified,vacation,IN,6.76,0,1,25,0,69678,53.9,27,1998-10,2018-10,Joint App,1,0,1
39050,60 months,17.35,122.21,E,E5,6,OWN,32021.88,Not Verified,home_improvement,WI,9.36,0,3,25,0,34731,73.4,29,1997-11,2018-03,Individual,0,0,0
8244,36 months,8.54,27.91,D,D5,7,MORTGAGE,37101.49,Not Verified,credit_card,AZ,11.13,0,0,29,0,51495,49.4,40,2004-03,2015-02,Joint App,3,0,1
19675,36 months,10.43,59.53,B,B5,6,MORTGAGE,73704.26,Verified,debt_consolidation,IN,12.35,1,1,20,0,71015,46.5,34,2004-02,2018-07,Individual,0,0,0
21358,36 months,15.81,97.25,G,G4,4,OWN,111987.76,Not Verified,credit_card,NY,11.25,1,0,7,1,20817,55.2,20,2001-12,2018-10,Individual,1,0,1
3224,60 months,4.58,2.97,B,B3,10,OWN,16531.07,Source Verified,credit_card,MD,12.07,0,0,11,0,292,96.1,30,1994-08,2018-08,Individual,2,0,0
19268,36 months,12.21,78.91,C,C3,10,MORTGAGE,131142.1,Not Verified,wedding,FL,20.48,0,0,27,0,77236,87.6,31,2010-06,2015-06,Individual,2,0,0
18733,36 months,13.03,70.72,C,C4,3,RENT,98567.39,Not Verified,medical,FL,16.95,1,0,3,0,12882,35.7,5,2017-06,2019-04,Individual,2,0,0
11118,60 months,8.47,25.07,A,A1,9,MORTGAGE,55241.57,Verified,credit_card,IN,24.54,0,0,24,0,32194,61.0,36,2017-01,2019-02,Individual,3,0,0
5990,60 months,8.39,9.61,D,D4,4,MORTGAGE,42428.26,Verified,credit_card,MI,17.76,2,3,15,0,63204,77.7,26,2001-12,2015-01,Individual,2,0,0
2761,36 months,4.74,4.44,A,A3,8,RENT,61960.98,Not Verified,debt_consolidation,IL,11.27,0,1,14,0,61274,55.9,31,2010-03,2019-01,Individual,3,0,0
1334,36 months,8.39,3.48,D,D3,5,RENT,33378.28,Not Verified,credit_card,CA,17.32,0,1,5,0,13208,40.7,7,2016-09,2019-05,Individual,1,0,1
19778,36 months,13.36,94.54,E,E5,8,RENT,44063.32,Not Verified,car,IL,5.42,0,0,28,0,20442,32.0,32,2008-08,2019-07,Individual,2,0,1
4503,36 months,7.56,13.68,B,B4,9,MORTGAGE,20231.25,Source Verified,major_purchase,IN,0.0,0,1,7,0,55096,44.0,15,2004-12,2019-01,Individual,0,0,1
38413,36 months,18.03,294.87,D,D5,4,MORTGAGE,17241.7,Verified,credit_card,CA,20.5,0,0,18,0,33366,19.2,34,2007-08,2018-08,Individual,2,0,0
10545,60 months,8.95,16.48,A,A5,7,MORTGAGE,198666.73,Source Verified,moving,MD,23.13,2,1,16,1,40284,59.9,19,1999-12,2016-09,Individual,1,1,0
26448,60 months,13.85,86.7,E,E5,5,RENT,50911.55,Source Verified,debt_consolidation,TN,16.5,1,0,12,0,59062,69.8,31,2010-07,2016-03,Individual,2,0,0
27266,36 months,17.48,173.42,G,G2,8,RENT,55393.27,Not Verified,house,IL,13.26,0,2,5,0,68832,34.1,7,1991-07,2015-06,Joint App,2,0,1
20324,36 months,9.64,75.92,A,A1,2,OWN,48125.16,Source Verified,small_business,MA,6.61,0,1,5,0,55700,33.0,23,2005-07,2017-04,Individual,2,0,0
35460,36 months,16.45,191.46,D,D2,8,RENT,29831.96,Source Verified,debt_consolidation,NJ,24.17,0,1,19,0,13823,20.9,32,2004-12,2016-10,Individual,2,0,1
5316,36 months,9.17,15.74,C,C4,6,RENT,40772.48,Source Verified,small_business,OH,19.45,0,0,22,0,75119,51.3,24,2002-08,2015-05,Joint App,2,0,0
10127,60 months,10.5,24.58,C,C5,4,MORTGAGE,51777.62,Not Verified,debt_consolidation,NJ,18.04,1,0,8,0,45022,41.8,27,1995-11,2018-10,Individual,3,0,1
10845,36 months,12.09,50.66,D,D5,4,MORTGAGE,43565.33,Source Verified,home_improvement,CA,15.97,0,2,23,0,63825,13.1,23,2010-09,2017-01,Individual,0,0,0
6281,36 months,8.88,23.44,C,C4,7,MORTGAGE,31215.76,Verified,debt_consolidation,MO,12.71,0,0,20,0,49006,100.0,27,2004-07,2016-11,Individual,2,0,0
12496,36 months,10.69,46.0,D,D4,3,MORTGAGE,65361.8,Source Verified,debt_consolidation,TN,8.21,0,1,7,0,25934,6.4,21,2011-03,2019-12,Individual,3,0,0
13194,36 months,8.9,38.44,B,B5,0,RENT,54886.29,Source Verified,home_improvement,FL,17.77,0,1,12,0,52058,13.2,18,2003-08,2018-09,Individual,1,0,0
30827,36 months,11.53,69.91,B,B4,10,OWN,62053.03,Verified,credit_card,TX,12.23,0,2,11,0,69063,60.8,18,2004-03,2018-10,Individual,2,0,1
12763,60 months,14.3,26.7,F,F1,4,MORTGAGE,74833.95,Not Verified,debt_consolidation,NC,13.03,0,1,17,0,66016,55.1,22,1994-09,2017-09,Individual,1,0,0
35191,60 months,13.41,88.18,A,A3,1,MORTGAGE,44253.32,Verified,medical,MI,28.02,1,0,2,0,73685,27.7,5,2017-01,2019-04,Individual,3,0,0
31134,36 months,16.09,136.34,D,D2,2,RENT,44296.78,Source Verified,debt_consolidation,TN,15.66,0,2,28,0,4346,26.4,39,1998-06,2016-02,Individual,2,0,0
36164,60 months,14.86,122.06,A,A4,9,MORTGAGE,119308.94,Source Verified,home_improvement,IN,0.0,1,0,17,0,76327,51.2,25,2016-08,2017-11,Individual,4,0,1
5103,36 months,8.38,11.14,E,E4,3,RENT,27822.24,Source Verified,home_improvement,TX,12.25,0,0,20,0,26166,49.6,36,2003-05,2017-01,Individual,2,0,0
39398,60 months,15.54,112.22,C,C2,3,MORTGAGE,15927.79,Source Verified,debt_consolidation,IL,8.99,0,1,18,0,72036,27.9,28,2008-05,2019-08,Individual,2,0,0
24944,36 months,14.89,114.27,C,C2,5,MORTGAGE,68413.35,Source Verified,car,VA,15.03,0,2,12,0,42181,61.9,22,2013-01,2016-01,Individual,2,0,0
39312,36 months,16.08,253.02,B,B1,0,MORTGAGE,33603.65,Verified,credit_card,GA,6.03,2,1,25,0,55629,53.4,28,2017-12,2019-03,Individual,3,0,1
14838,60 months,9.81,26.16,C,C2,6,RENT,25683.12,Verified,debt_consolidation,WI,19.04,0,2,10,0,62575,68.7,15,1996-01,2016-04,Individual,2,0,0
38166,36 months,19.79,270.75,G,G5,0,OWN,83378.25,Not Verified,credit_card,AZ,13.93,0,1,1,0,63665,41.0,1,1999-05,2017-10,Individual,1,0,1
23955,36 months,14.09,116.18,C,C4,9,RENT,44942.49,Not Verified,home_improvement,OH,12.67,0,0,17,0,25580,58.2,36,2003-11,2018-02,Individual,1,0,0
3801,36 months,8.87,12.93,C,C5,4,MORTGAGE,22968.1,Verified,debt_consolidation,AZ,17.05,0,0,4,0,51828,37.4,19,2002-07,2017-02,Individual,2,0,0
16994,36 months,11.09,71.72,E,E5,2,RENT,156524.48,Verified,debt_consolidation,NC,15.46,1,1,24,0,45172,52.8,29,2016-06,2019-03,Individual,0,0,1
6373,36 months,9.45,19.96,B,B5,4,RENT,18649.75,Not Verified,credit_card,MI,15.06,2,3,1,1,25577,49.2,10,2017-05,2018-06,Individual,2,0,0
37709,36 months,17.39,156.79,C,C1,1,OWN,46536.53,Verified,small_business,MA,14.43,2,4,7,0,3024,59.0,18,1998-01,2018-04,Individual,3,1,0
12874,60 months,8.94,22.13,B,B2,3,RENT,15778.98,Not Verified,debt_consolidation,NC,15.86,0,2,28,0,65287,52.4,32,2011-05,2019-10,Individual,1,0,0
9672,36 months,5.99,19.25,A,A1,1,OWN,57664.38,Not Verified,credit_card,AZ,18.4,0,0,8,0,33818,4.2,10,1997-07,2016-06,Joint App,1,1,0
22563,36 months,14.61,115.12,D,D1,7,RENT,33367.4,Verified,debt_consolidation,NC,17.53,0,5,15,0,18205,29.5,34,2014-05,2017-11,Individual,3,0,0
17581,36 months,14.47,74.38,F,F2,10,MORTGAGE,80142.77,Verified,debt_consolidation,VA,23.89,0,0,26,0,26951,43.7,33,2001-06,2017-11,Joint App,2,0,1
4782,60 months,8.95,10.19,F,F2,5,RENT,48512.08,Not Verified,small_business,MI,12.17,3,1,8,0,34504,51.3,23,1997-08,2019-04,Individual,3,0,0
32843,36 months,17.43,191.25,F,F1,1,MORTGAGE,110234.44,Verified,debt_consolidation,VA,17.67,0,0,9,0,79646,58.5,21,2009-06,2019-09,Individual,0,0,1
33986,36 months,19.05,182.7,C,C5,0,OWN,37879.74,Source Verified,debt_consolidation,OH,33.12,0,4,1,0,27480,53.0,9,2009-05,2017-08,Individual,1,0,1
29975,36 months,13.41,123.76,B,B3,9,MORTGAGE,18718.61,Verified,debt_consolidation,NY,15.71,0,2,24,0,10663,27.9,36,1998-11,2016-08,Individual,0,0,0
25053,36 months,13.07,144.23,D,D4,3,RENT,56529.03,Source Verified,home_improvement,PA,15.98,0,0,3,0,13771,60.4,8,2009-02,2019-11,Individual,2,0,1
16699,60 months,13.36,49.56,G,G4,3,MORTGAGE,42127.9,Not Verified,credit_card,GA,7.16,2,1,29,0,73498,25.8,34,2011-07,2019-03,Individual,3,0,1
22152,36 months,15.36,133.24,D,D5,1,MORTGAGE,16455.98,Source Verified,credit_card,OH,11.01,0,1,21,0,63912,67.3,35,1998-02,2017-11,Individual,2,0,0
21318,60 months,13.15,46.33,C,C1,7,RENT,26023.93,Verified,home_improvement,NC,15.26,0,2,10,0,282,68.6,25,1999-02,2016-07,Individual,0,0,1
7447,36 months,11.25,24.72,D,D2,0,MORTGAGE,31499.3,Source Verified,home_improvement,MI,19.73,0,2,14,1,37754,41.8,28,2010-07,2016-01,Individual,0,0,0
4190,36 months,9.95,12.32,E,E2,9,MORTGAGE,124645.63,Source Verified,debt_consolidation,PA,20.54,0,2,16,0,21545,29.0,29,2005-01,2016-05,Individual,2,0,1
10876,36 months,13.72,51.27,F,F3,2,MORTGAGE,74941.83,Verified,debt_consolidation,GA,18.28,1,1,22,0,42158,28.1,39,2012-06,2017-02,Individual,0,0,0
18719,36 months,12.26,74.28,E,E3,0,RENT,39789.52,Not Verified,debt_consolidation,PA,21.63,0,1,11,1,48000,20.1,17,2007-04,2019-04,Individual,1,0,1
7252,36 months,8.81,19.56,C,C4,7,RENT,65024.66,Source Verified,medical,VA,9.0,1,2,8,1,40163,23.5,8,1997-11,2017-03,Individual,2,0,0
5160,36 months,7.53,12.17,B,B3,3,OWN,14419.32,Verified,debt_consolidation,MI,19.42,0,1,4,0,38962,38.4,9,2003-03,2019-08,Individual,1,0,1
34225,36 months,17.02,168.47,C,C2,7,MORTGAGE,34928.43,Not Verified,debt_consolidation,WA,16.09,1,0,13,0,55149,30.8,25,2004-01,2017-01,Individual,2,0,0
15624,36 months,10.19,51.48,B,B3,0,MORTGAGE,62354.88,Source Verified,credit_card,NC,16.87,0,4,14,0,56952,9.8,25,2011-01,2019-02,Individual,1,0,0
23784,36 months,15.6,146.62,G,G5,9,OTHER,54134.44,Verified,credit_card,WI,13.46,0,3,19,0,14071,32.3,24,2009-04,2016-11,Individual,1,0,1
21437,36 months,12.24,65.41,C,C3,3,RENT,35468.01,Verified,medical,MI,9.33,0,1,25,0,54934,43.9,40,2000-01,2016-05,Individual,1,0,0
29670,36 months,12.21,127.73,C,C3,8,RENT,47906.91,Source Verified,credit_card,WA,7.49,0,0,7,0,40064,35.2,26,2012-09,2016-01,Individual,1,0,0
29852,36 months,10.58,129.49,B,B1,10,MORTGAGE,60045.93,Verified,debt_consolidation,NC,18.24,0,1,7,0,32709,24.1,9,1996-01,2018-10,Individual,1,0,1
12545,36 months,11.83,47.96,D,D1,5,MORTGAGE,48746.37,Verified,home_improvement,MA,19.48,0,1,9,0,20819,0.0,9,1999-09,2018-11,Individual,4,0,0
34068,36 months,14.87,153.98,C,C2,3,OWN,82174.67,Not Verified,small_business,VA,15.09,0,4,5,0,44268,64.9,18,1999-03,2018-04,Individual,1,0,0
15478,36 months,8.56,50.97,A,A1,3,MORTGAGE,59350.82,Source Verified,car,TX,15.9,0,0,5,0,77732,41.2,14,2012-01,2017-04,Individual,2,0,1
33573,36 months,18.89,176.72,F,F3,7,RENT,66618.95,Verified,home_improvement,MA,10.96,0,1,24,0,37307,48.4,37,2009-05,2018-07,Individual,1,0,1
16789,36 months,11.77,65.62,B,B5,0,RENT,137054.35,Not Verified,credit_card,TN,19.52,0,0,21,0,4814,45.6,35,2007-03,2019-01,Individual,1,0,0
5328,36 months,8.77,12.88,C,C3,1,RENT,80539.56,Not Verified,debt_consolidation,NC,16.42,0,1,25,0,19468,51.9,25,1995-07,2015-12,Individual,2,0,1
30640,36 months,15.87,111.57,B,B4,7,OWN,139326.46,Source Verified,car,NJ,13.44,1,2,17,0,74272,46.8,32,2010-03,2015-05,Individual,2,0,0
2176,36 months,7.95,5.62,C,C5,0,RENT,32756.33,Not Verified,small_business,CA,22.06,0,1,24,0,64170,44.0,27,1998-12,2018-04,Individual,0,0,0
31121,36 months,15.84,129.72,D,D4,3,MORTGAGE,18855.34,Verified,debt_consolidation,MO,20.52,0,1,13,1,4793,57.3,25,2009-12,2019-09,Individual,1,0,1
2683,60 months,10.46,5.6,F,F4,7,RENT,45063.66,Verified,credit_card,TN,5.25,0,1,26,0,64436,61.6,45,1997-05,2019-05,Individual,3,0,1
9065,36 months,5.72,20.5,A,A4,2,RENT,42814.93,Verified,credit_card,WI,16.34,0,0,17,0,8741,69.7,26,2016-12,2019-02,Individual,1,0,1
24531,60 months,17.68,113.55,G,G2,10,RENT,117671.07,Verified,debt_consolidation,VA,9.29,0,1,1,0,24034,25.4,7,1998-12,2016-06,Individual,3,0,0
37720,36 months,14.2,181.32,D,D3,10,MORTGAGE,24883.83,Source Verified,small_business,IL,16.98,0,1,5,1,72501,47.0,23,2018-12,2019-12,Individual,1,0,0
16930,36 months,9.43,62.26,B,B2,0,RENT,46754.82,Verified,home_improvement,PA,0.0,0,0,15,0,51854,9.9,23,2008-04,2016-06,Individual,3,0,1
5705,36 months,7.35,14.91,B,B4,1,OWN,62511.61,Source Verified,debt_consolidation,MD,17.38,0,2,24,1,51828,32.4,35,2001-02,2015-03,Individual,2,0,1
10083,36 months,7.47,23.5,B,B3,9,OWN,52055.28,Not Verified,car,CA,20.98,0,1,5,0,17160,38.1,9,1997-08,2016-03,Joint App,1,0,0
35948,60 months,17.94,87.6,F,F5,0,RENT,44226.62,Not Verified,wedding,AZ,15.22,0,1,22,0,25953,56.8,32,2005-09,2019-11,Individual,0,0,1
29342,36 months,15.44,191.95,B,B1,5,OWN,60787.6,Source Verified,debt_consolidation,TX,7.85,0,0,26,0,7456,39.6,27,2010-06,2019-10,Individual,3,0,0
4915,60 months,9.35,7.58,C,C1,10,RENT,93663.01,Source Verified,credit_card,MA,29.69,0,1,6,0,47069,55.5,23,2011-07,2016-01,Individual,1,0,0
16010,36 months,10.88,71.44,D,D4,6,RENT,123185.58,Not Verified,vacation,VA,24.09,0,0,17,0,38898,35.1,29,2008-05,2017-03,Individual,1,0,0
11317,60 months,11.77,29.02,F,F4,3,RENT,49995.3,Source Verified,credit_card,MI,12.28,1,1,26,0,13292,30.4,34,2014-10,2019-09,Individual,1,0,1
7935,60 months,8.15,10.83,D,D4,0,MORTGAGE,30046.23,Source Verified,house,MA,14.17,0,4,9,0,23349,26.0,23,2018-10,2019-04,Individual,1,0,1
34012,36 months,17.95,214.09,E,E2,4,MORTGAGE,123096.08,Verified,debt_consolidation,GA,2.13,0,1,12,0,5189,55.8,24,1997-03,2016-06,Individual,2,0,0
25090,36 months,10.97,124.36,A,A1,5,RENT,25678.77,Verified,small_business,VA,19.31,0,3,14,0,5117,34.4,22,1995-11,2019-11,Individual,2,0,0
8000,36 months,9.14,30.61,F,F2,0,MORTGAGE,143536.88,Source Verified,credit_card,IN,6.42,0,1,14,0,3938,0.0,20,2007-01,2018-10,Individual,3,0,0
26377,36 months,12.62,101.48,B,B3,5,MORTGAGE,109807.18,Source Verified,debt_consolidation,MI,20.66,1,1,10,0,25827,54.7,11,2009-09,2018-09,Individual,1,0,0
17129,60 months,9.81,29.62,A,A3,4,MORTGAGE,119807.23,Verified,small_business,CA,23.18,0,1,16,0,21601,23.4,20,2003-02,2018-08,Individual,2,0,0
3397,36 months,12.41,14.29,G,G5,3,MORTGAGE,73956.66,Verified,debt_consolidation,WI,15.51,1,4,8,0,15077,45.9,16,2018-03,2019-03,Individual,3,0,1
18544,36 months,10.45,62.81,B,B5,10,MORTGAGE,13801.13,Not Verified,debt_consolidation,NJ,8.55,0,2,23,0,14351,19.4,32,2010-07,2017-03,Individual,0,0,0
8224,36 months,6.61,21.74,A,A4,9,MORTGAGE,26279.05,Verified,debt_consolidation,NC,24.74,1,0,20,0,75950,42.3,39,2004-04,2015-10,Individual,2,0,0
10565,36 months,12.72,50.32,D,D1,7,RENT,58931.61,Source Verified,debt_consolidation,TX,16.02,0,0,5,0,32265,0.0,11,2003-12,2018-01,Individual,1,0,0
35280,60 months,14.73,74.62,B,B1,6,MORTGAGE,32683.05,Verified,debt_consolidation,TX,16.65,1,0,25,0,41517,41.3,34,2010-09,2018-08,Individual,2,0,1
28699,36 months,13.04,134.28,A,A3,5,RENT,40571.94,Verified,credit_card,PA,9.48,1,2,8,0,70133,24.5,8,2008-01,2019-05,Individual,0,0,1
6229,60 months,8.61,10.41,D,D4,0,MORTGAGE,70805.0,Not Verified,debt_consolidation,MD,17.35,0,5,16,0,79811,16.6,17,2013-04,2019-01,Individual,1,0,0
34202,60 months,17.98,123.75,E,E4,3,MORTGAGE,44267.92,Verified,debt_consolidation,MA,14.58,0,1,28,0,30284,57.3,37,2011-08,2018-07,Individual,0,0,0
23397,36 months,12.7,103.16,E,E2,0,RENT,23590.22,Verified,debt_consolidation,NC,6.7,1,0,20,0,61465,39.6,26,2009-02,2018-02,Joint App,1,0,1
35108,36 months,13.22,185.62,A,A1,4,RENT,83399.3,Not Verified,medical,TN,25.38,0,1,28,0,31885,37.1,41,2004-03,2018-11,Individual,0,0,0
30135,36 months,12.88,150.46,C,C2,5,MORTGAGE,66765.49,Source Verified,debt_consolidation,GA,28.31,0,1,18,0,21463,27.5,34,1993-01,2015-03,Individual,3,0,0
14233,36 months,11.43,47.45,E,E4,6,MORTGAGE,42218.02,Source Verified,small_business,MO,23.13,0,1,24,0,9661,59.9,25,2015-01,2017-03,Individual,3,0,1
21859,36 months,11.97,86.37,A,A5,3,MORTGAGE,75113.81,Source Verified,debt_consolidation,OH,22.08,0,1,14,0,27877,33.3,17,2013-12,2018-09,Individual,2,0,0
21703,60 months,10.59,42.53,B,B5,2,MORTGAGE,51897.62,Verified,debt_consolidation,MA,28.36,1,2,5,0,79096,71.8,16,2014-08,2018-04,Individual,1,0,0
